"year","race_key","age_key","ed_key","gender","var1","var2","var3","marital_status","death_type","overall_cause","counts","pop_total","rate"
2010,"Hispanic","30-34","Some College but no degree",NA,"Race","Age","Education",NA,NA,"Not a DoD",229,3823.43820317934,5989.37364306235
2010,"Hispanic","30-34","Some College but no degree",NA,"Race","Age","Education",NA,NA,"DoD",88,3823.43820317934,2301.59336501959
2010,"Hispanic","30-34","Unknown",NA,"Race","Age","Education",NA,NA,"DoD",109,NA,NA
2010,"Hispanic","30-34","Unknown",NA,"Race","Age","Education",NA,NA,"Not a DoD",361,NA,NA
2010,"Hispanic","35-39","Associate",NA,"Race","Age","Education",NA,NA,"DoD",37,1034.81364030173,3575.52302743241
2010,"Hispanic","35-39","Associate",NA,"Race","Age","Education",NA,NA,"Not a DoD",111,1034.81364030173,10726.5690822972
2010,"Hispanic","35-39","BA",NA,"Race","Age","Education",NA,NA,"Not a DoD",106,2469.88620774565,4291.69569300724
2010,"Hispanic","35-39","BA",NA,"Race","Age","Education",NA,NA,"DoD",29,2469.88620774565,1174.14316129443
2010,"Hispanic","35-39","Doctorate or Professional",NA,"Race","Age","Education",NA,NA,"Not a DoD",9,28.9615056941396,31075.7323705761
2010,"Hispanic","35-39","Doctorate or Professional",NA,"Race","Age","Education",NA,NA,"DoD",2,28.9615056941396,6905.71830457248
2010,"Hispanic","35-39","High School degree or GED",NA,"Race","Age","Education",NA,NA,"Not a DoD",832,16081.0156479666,5173.80256454887
2010,"Hispanic","35-39","High School degree or GED",NA,"Race","Age","Education",NA,NA,"DoD",224,16081.0156479666,1392.94684430162
2010,"Hispanic","35-39","Less than High School",NA,"Race","Age","Education",NA,NA,"Not a DoD",1033,22557.4028701664,4579.42789755379
2010,"Hispanic","35-39","Less than High School",NA,"Race","Age","Education",NA,NA,"DoD",248,22557.4028701664,1099.41734616974
2010,"Hispanic","35-39","Masters",NA,"Race","Age","Education",NA,NA,"Not a DoD",20,200.182638547186,9990.87640424208
2010,"Hispanic","35-39","Masters",NA,"Race","Age","Education",NA,NA,"DoD",5,200.182638547186,2497.71910106052
2010,"Hispanic","35-39","Some College but no degree",NA,"Race","Age","Education",NA,NA,"DoD",100,3035.53596419326,3294.31115887229
2010,"Hispanic","35-39","Some College but no degree",NA,"Race","Age","Education",NA,NA,"Not a DoD",284,3035.53596419326,9355.8436911973
2010,"Hispanic","35-39","Unknown",NA,"Race","Age","Education",NA,NA,"DoD",114,NA,NA
2010,"Hispanic","35-39","Unknown",NA,"Race","Age","Education",NA,NA,"Not a DoD",400,NA,NA
2010,"Hispanic","40-44","Associate",NA,"Race","Age","Education",NA,NA,"Not a DoD",137,632.416705634707,21662.9318579597
2010,"Hispanic","40-44","Associate",NA,"Race","Age","Education",NA,NA,"DoD",47,632.416705634707,7431.808739592
2010,"Hispanic","40-44","BA",NA,"Race","Age","Education",NA,NA,"Not a DoD",176,1612.38504052855,10915.5068780783
2010,"Hispanic","40-44","BA",NA,"Race","Age","Education",NA,NA,"DoD",34,1612.38504052855,2108.67746508332
2010,"Hispanic","40-44","Doctorate or Professional",NA,"Race","Age","Education",NA,NA,"DoD",4,10.477718442507,38176.2501249549
2010,"Hispanic","40-44","Doctorate or Professional",NA,"Race","Age","Education",NA,NA,"Not a DoD",17,10.477718442507,162249.063031058
2010,"Hispanic","40-44","High School degree or GED",NA,"Race","Age","Education",NA,NA,"DoD",314,14259.5779502634,2202.02870726759
2010,"Hispanic","40-44","High School degree or GED",NA,"Race","Age","Education",NA,NA,"Not a DoD",1145,14259.5779502634,8029.69066822098
2010,"Hispanic","40-44","Less than High School",NA,"Race","Age","Education",NA,NA,"Not a DoD",1401,19206.5307562902,7294.39385892825
2010,"Hispanic","40-44","Less than High School",NA,"Race","Age","Education",NA,NA,"DoD",310,19206.5307562902,1614.03432995557
2010,"Hispanic","40-44","Masters",NA,"Race","Age","Education",NA,NA,"DoD",5,144.571597421566,3458.49398441671
2010,"Hispanic","40-44","Masters",NA,"Race","Age","Education",NA,NA,"Not a DoD",43,144.571597421566,29743.0482659837
2010,"Hispanic","40-44","Some College but no degree",NA,"Race","Age","Education",NA,NA,"Not a DoD",347,2648.12498568374,13103.6111163917
2010,"Hispanic","40-44","Some College but no degree",NA,"Race","Age","Education",NA,NA,"DoD",80,2648.12498568374,3021.00544470126
2010,"Hispanic","40-44","Unknown",NA,"Race","Age","Education",NA,NA,"DoD",137,NA,NA
2010,"Hispanic","40-44","Unknown",NA,"Race","Age","Education",NA,NA,"Not a DoD",506,NA,NA
2010,"Hispanic","45-49","Associate",NA,"Race","Age","Education",NA,NA,"DoD",42,709.804003424323,5917.12638945095
2010,"Hispanic","45-49","Associate",NA,"Race","Age","Education",NA,NA,"Not a DoD",245,709.804003424323,34516.5706051306
2010,"Hispanic","45-49","BA",NA,"Race","Age","Education",NA,NA,"Not a DoD",251,1512.00490213967,16600.4752792008
2010,"Hispanic","45-49","BA",NA,"Race","Age","Education",NA,NA,"DoD",43,1512.00490213967,2843.90612352842
2010,"Hispanic","45-49","Doctorate or Professional",NA,"Race","Age","Education",NA,NA,"Not a DoD",32,22.2170322333271,144033.638984409
2010,"Hispanic","45-49","High School degree or GED",NA,"Race","Age","Education",NA,NA,"Not a DoD",1790,11051.3483242566,16197.1186454339
2010,"Hispanic","45-49","High School degree or GED",NA,"Race","Age","Education",NA,NA,"DoD",381,11051.3483242566,3447.54313067614
2010,"Hispanic","45-49","Less than High School",NA,"Race","Age","Education",NA,NA,"Not a DoD",1994,15577.6672820584,12800.3761018609
2010,"Hispanic","45-49","Less than High School",NA,"Race","Age","Education",NA,NA,"DoD",398,15577.6672820584,2554.93966326009
2010,"Hispanic","45-49","Masters",NA,"Race","Age","Education",NA,NA,"Not a DoD",55,119.071261891034,46190.8265071821
2010,"Hispanic","45-49","Masters",NA,"Race","Age","Education",NA,NA,"DoD",10,119.071261891034,8398.33209221492
2010,"Hispanic","45-49","Some College but no degree",NA,"Race","Age","Education",NA,NA,"DoD",111,2122.1609812919,5230.51742909846
2010,"Hispanic","45-49","Some College but no degree",NA,"Race","Age","Education",NA,NA,"Not a DoD",538,2122.1609812919,25351.5169086033
2010,"Hispanic","45-49","Unknown",NA,"Race","Age","Education",NA,NA,"DoD",140,NA,NA
2010,"Hispanic","45-49","Unknown",NA,"Race","Age","Education",NA,NA,"Not a DoD",671,NA,NA
2010,"Hispanic","50-54","Associate",NA,"Race","Age","Education",NA,NA,"Not a DoD",339,362.43801557617,93533.2347687341
2010,"Hispanic","50-54","Associate",NA,"Race","Age","Education",NA,NA,"DoD",48,362.43801557617,13243.6438610597
2010,"Hispanic","50-54","BA",NA,"Race","Age","Education",NA,NA,"DoD",38,788.174543438025,4821.26710591839
2010,"Hispanic","50-54","BA",NA,"Race","Age","Education",NA,NA,"Not a DoD",347,788.174543438025,44025.7812040443
2010,"Hispanic","50-54","Doctorate or Professional",NA,"Race","Age","Education",NA,NA,"DoD",3,8.90305113116275,33696.3132728655
2010,"Hispanic","50-54","Doctorate or Professional",NA,"Race","Age","Education",NA,NA,"Not a DoD",38,8.90305113116275,426819.968122963
2010,"Hispanic","50-54","High School degree or GED",NA,"Race","Age","Education",NA,NA,"DoD",386,6896.92642526862,5596.69592219793
2010,"Hispanic","50-54","High School degree or GED",NA,"Race","Age","Education",NA,NA,"Not a DoD",2183,6896.92642526862,31651.780306109
2010,"Hispanic","50-54","Less than High School",NA,"Race","Age","Education",NA,NA,"Not a DoD",2657,9573.56412948549,27753.5091849099
2010,"Hispanic","50-54","Less than High School",NA,"Race","Age","Education",NA,NA,"DoD",442,9573.56412948549,4616.88033862634
2010,"Hispanic","50-54","Masters",NA,"Race","Age","Education",NA,NA,"DoD",10,81.8226266667968,12221.5582747333
2010,"Hispanic","50-54","Masters",NA,"Race","Age","Education",NA,NA,"Not a DoD",91,81.8226266667968,111216.180300073
2010,"Hispanic","50-54","Some College but no degree",NA,"Race","Age","Education",NA,NA,"DoD",123,1288.05540527717,9549.27866426154
2010,"Hispanic","50-54","Some College but no degree",NA,"Race","Age","Education",NA,NA,"Not a DoD",658,1288.05540527717,51084.759033204
2010,"Hispanic","50-54","Unknown",NA,"Race","Age","Education",NA,NA,"DoD",125,NA,NA
2010,"Hispanic","50-54","Unknown",NA,"Race","Age","Education",NA,NA,"Not a DoD",849,NA,NA
2010,"Hispanic","55-59","Associate",NA,"Race","Age","Education",NA,NA,"Not a DoD",409,174.875105085543,233881.203273577
2010,"Hispanic","55-59","Associate",NA,"Race","Age","Education",NA,NA,"DoD",44,174.875105085543,25160.8140441012
2010,"Hispanic","55-59","BA",NA,"Race","Age","Education",NA,NA,"Not a DoD",384,438.479696736644,87575.3205582594
2010,"Hispanic","55-59","BA",NA,"Race","Age","Education",NA,NA,"DoD",34,438.479696736644,7754.06484109588
2010,"Hispanic","55-59","Doctorate or Professional",NA,"Race","Age","Education",NA,NA,"DoD",8,11.6546639733548,68642.0476668382
2010,"Hispanic","55-59","Doctorate or Professional",NA,"Race","Age","Education",NA,NA,"Not a DoD",71,11.6546639733548,609198.173043189
2010,"Hispanic","55-59","High School degree or GED",NA,"Race","Age","Education",NA,NA,"Not a DoD",2577,3196.73009903124,80613.624552819
2010,"Hispanic","55-59","High School degree or GED",NA,"Race","Age","Education",NA,NA,"DoD",320,3196.73009903124,10010.2288928607
2010,"Hispanic","55-59","Less than High School",NA,"Race","Age","Education",NA,NA,"DoD",389,7004.92847885231,5553.23300122735
2010,"Hispanic","55-59","Less than High School",NA,"Race","Age","Education",NA,NA,"Not a DoD",3151,7004.92847885231,44982.6148762658
2010,"Hispanic","55-59","Masters",NA,"Race","Age","Education",NA,NA,"DoD",13,45.0070918399969,28884.3368201079
2010,"Hispanic","55-59","Masters",NA,"Race","Age","Education",NA,NA,"Not a DoD",134,45.0070918399969,297730.85645342
2010,"Hispanic","55-59","Some College but no degree",NA,"Race","Age","Education",NA,NA,"DoD",101,877.925219531405,11504.3967017953
2010,"Hispanic","55-59","Some College but no degree",NA,"Race","Age","Education",NA,NA,"Not a DoD",870,877.925219531405,99097.2785204149
2010,"Hispanic","55-59","Unknown",NA,"Race","Age","Education",NA,NA,"DoD",114,NA,NA
2010,"Hispanic","55-59","Unknown",NA,"Race","Age","Education",NA,NA,"Not a DoD",956,NA,NA
2010,"Hispanic","60-64","Associate",NA,"Race","Age","Education",NA,NA,"DoD",21,80.7378979273409,26010.0901052672
2010,"Hispanic","60-64","Associate",NA,"Race","Age","Education",NA,NA,"Not a DoD",447,80.7378979273409,553643.346526401
2010,"Hispanic","60-64","BA",NA,"Race","Age","Education",NA,NA,"Not a DoD",496,169.977648220454,291803.072458508
2010,"Hispanic","60-64","BA",NA,"Race","Age","Education",NA,NA,"DoD",23,169.977648220454,13531.1908599711
2010,"Hispanic","60-64","Doctorate or Professional",NA,"Race","Age","Education",NA,NA,"DoD",5,8.52938407081849,58620.879989523
2010,"Hispanic","60-64","Doctorate or Professional",NA,"Race","Age","Education",NA,NA,"Not a DoD",73,8.52938407081849,855864.847847036
2010,"Hispanic","60-64","High School degree or GED",NA,"Race","Age","Education",NA,NA,"DoD",216,1435.9918311338,15041.8682973604
2010,"Hispanic","60-64","High School degree or GED",NA,"Race","Age","Education",NA,NA,"Not a DoD",2809,1435.9918311338,195613.92614484
2010,"Hispanic","60-64","Less than High School",NA,"Race","Age","Education",NA,NA,"DoD",275,4344.50650252471,6329.83285535861
2010,"Hispanic","60-64","Less than High School",NA,"Race","Age","Education",NA,NA,"Not a DoD",3978,4344.50650252471,91563.9094495147
2010,"Hispanic","60-64","Masters",NA,"Race","Age","Education",NA,NA,"DoD",18,25.0685463936038,71803.1261860189
2010,"Hispanic","60-64","Masters",NA,"Race","Age","Education",NA,NA,"Not a DoD",174,25.0685463936038,694096.886464849
2010,"Hispanic","60-64","Some College but no degree",NA,"Race","Age","Education",NA,NA,"DoD",61,335.47581432117,18183.1289756111
2010,"Hispanic","60-64","Some College but no degree",NA,"Race","Age","Education",NA,NA,"Not a DoD",895,335.47581432117,266785.253002818
2010,"Hispanic","60-64","Unknown",NA,"Race","Age","Education",NA,NA,"DoD",72,NA,NA
2010,"Hispanic","60-64","Unknown",NA,"Race","Age","Education",NA,NA,"Not a DoD",1079,NA,NA
2010,"Hispanic","65-69","Associate",NA,"Race","Age","Education",NA,NA,"DoD",11,NA,NA
2010,"Hispanic","65-69","Associate",NA,"Race","Age","Education",NA,NA,"Not a DoD",409,NA,NA
2010,"Hispanic","65-69","BA",NA,"Race","Age","Education",NA,NA,"DoD",13,NA,NA
2010,"Hispanic","65-69","BA",NA,"Race","Age","Education",NA,NA,"Not a DoD",460,NA,NA
2010,"Hispanic","65-69","Doctorate or Professional",NA,"Race","Age","Education",NA,NA,"DoD",3,NA,NA
2010,"Hispanic","65-69","Doctorate or Professional",NA,"Race","Age","Education",NA,NA,"Not a DoD",67,NA,NA
2010,"Hispanic","65-69","High School degree or GED",NA,"Race","Age","Education",NA,NA,"DoD",126,NA,NA
2010,"Hispanic","65-69","High School degree or GED",NA,"Race","Age","Education",NA,NA,"Not a DoD",2836,NA,NA
2010,"Hispanic","65-69","Less than High School",NA,"Race","Age","Education",NA,NA,"DoD",253,NA,NA
2010,"Hispanic","65-69","Less than High School",NA,"Race","Age","Education",NA,NA,"Not a DoD",4628,NA,NA
2010,"Hispanic","65-69","Masters",NA,"Race","Age","Education",NA,NA,"DoD",7,NA,NA
2010,"Hispanic","65-69","Masters",NA,"Race","Age","Education",NA,NA,"Not a DoD",129,NA,NA
2010,"Hispanic","65-69","Some College but no degree",NA,"Race","Age","Education",NA,NA,"DoD",39,NA,NA
2010,"Hispanic","65-69","Some College but no degree",NA,"Race","Age","Education",NA,NA,"Not a DoD",771,NA,NA
2010,"Hispanic","65-69","Unknown",NA,"Race","Age","Education",NA,NA,"DoD",54,NA,NA
2010,"Hispanic","65-69","Unknown",NA,"Race","Age","Education",NA,NA,"Not a DoD",1048,NA,NA
2010,"Hispanic","70-74","Associate",NA,"Race","Age","Education",NA,NA,"DoD",8,NA,NA
2010,"Hispanic","70-74","Associate",NA,"Race","Age","Education",NA,NA,"Not a DoD",385,NA,NA
2010,"Hispanic","70-74","BA",NA,"Race","Age","Education",NA,NA,"DoD",12,NA,NA
2010,"Hispanic","70-74","BA",NA,"Race","Age","Education",NA,NA,"Not a DoD",447,NA,NA
2010,"Hispanic","70-74","Doctorate or Professional",NA,"Race","Age","Education",NA,NA,"DoD",2,NA,NA
2010,"Hispanic","70-74","Doctorate or Professional",NA,"Race","Age","Education",NA,NA,"Not a DoD",82,NA,NA
2010,"Hispanic","70-74","High School degree or GED",NA,"Race","Age","Education",NA,NA,"DoD",90,NA,NA
2010,"Hispanic","70-74","High School degree or GED",NA,"Race","Age","Education",NA,NA,"Not a DoD",2957,NA,NA
2010,"Hispanic","70-74","Less than High School",NA,"Race","Age","Education",NA,NA,"DoD",220,NA,NA
2010,"Hispanic","70-74","Less than High School",NA,"Race","Age","Education",NA,NA,"Not a DoD",5951,NA,NA
2010,"Hispanic","70-74","Masters",NA,"Race","Age","Education",NA,NA,"DoD",4,NA,NA
2010,"Hispanic","70-74","Masters",NA,"Race","Age","Education",NA,NA,"Not a DoD",150,NA,NA
2010,"Hispanic","70-74","Some College but no degree",NA,"Race","Age","Education",NA,NA,"DoD",30,NA,NA
2010,"Hispanic","70-74","Some College but no degree",NA,"Race","Age","Education",NA,NA,"Not a DoD",722,NA,NA
2010,"Hispanic","70-74","Unknown",NA,"Race","Age","Education",NA,NA,"DoD",39,NA,NA
2010,"Hispanic","70-74","Unknown",NA,"Race","Age","Education",NA,NA,"Not a DoD",1202,NA,NA
2010,"Hispanic","75-79","Associate",NA,"Race","Age","Education",NA,NA,"DoD",14,NA,NA
2010,"Hispanic","75-79","Associate",NA,"Race","Age","Education",NA,NA,"Not a DoD",437,NA,NA
2010,"Hispanic","75-79","BA",NA,"Race","Age","Education",NA,NA,"DoD",8,NA,NA
2010,"Hispanic","75-79","BA",NA,"Race","Age","Education",NA,NA,"Not a DoD",612,NA,NA
2010,"Hispanic","75-79","Doctorate or Professional",NA,"Race","Age","Education",NA,NA,"DoD",3,NA,NA
2010,"Hispanic","75-79","Doctorate or Professional",NA,"Race","Age","Education",NA,NA,"Not a DoD",129,NA,NA
2010,"Hispanic","75-79","High School degree or GED",NA,"Race","Age","Education",NA,NA,"DoD",71,NA,NA
2010,"Hispanic","75-79","High School degree or GED",NA,"Race","Age","Education",NA,NA,"Not a DoD",3518,NA,NA
2010,"Hispanic","75-79","Less than High School",NA,"Race","Age","Education",NA,NA,"DoD",168,NA,NA
2010,"Hispanic","75-79","Less than High School",NA,"Race","Age","Education",NA,NA,"Not a DoD",7474,NA,NA
2010,"Hispanic","75-79","Masters",NA,"Race","Age","Education",NA,NA,"DoD",5,NA,NA
2010,"Hispanic","75-79","Masters",NA,"Race","Age","Education",NA,NA,"Not a DoD",201,NA,NA
2010,"Hispanic","75-79","Some College but no degree",NA,"Race","Age","Education",NA,NA,"DoD",17,NA,NA
2010,"Hispanic","75-79","Some College but no degree",NA,"Race","Age","Education",NA,NA,"Not a DoD",730,NA,NA
2010,"Hispanic","75-79","Unknown",NA,"Race","Age","Education",NA,NA,"DoD",35,NA,NA
2010,"Hispanic","75-79","Unknown",NA,"Race","Age","Education",NA,NA,"Not a DoD",1333,NA,NA
2010,"Hispanic","80-84","Associate",NA,"Race","Age","Education",NA,NA,"DoD",5,NA,NA
2010,"Hispanic","80-84","Associate",NA,"Race","Age","Education",NA,NA,"Not a DoD",441,NA,NA
2010,"Hispanic","80-84","BA",NA,"Race","Age","Education",NA,NA,"DoD",8,NA,NA
2010,"Hispanic","80-84","BA",NA,"Race","Age","Education",NA,NA,"Not a DoD",650,NA,NA
2010,"Hispanic","80-84","Doctorate or Professional",NA,"Race","Age","Education",NA,NA,"DoD",2,NA,NA
2010,"Hispanic","80-84","Doctorate or Professional",NA,"Race","Age","Education",NA,NA,"Not a DoD",177,NA,NA
2010,"Hispanic","80-84","High School degree or GED",NA,"Race","Age","Education",NA,NA,"DoD",47,NA,NA
2010,"Hispanic","80-84","High School degree or GED",NA,"Race","Age","Education",NA,NA,"Not a DoD",3745,NA,NA
2010,"Hispanic","80-84","Less than High School",NA,"Race","Age","Education",NA,NA,"DoD",136,NA,NA
2010,"Hispanic","80-84","Less than High School",NA,"Race","Age","Education",NA,NA,"Not a DoD",9022,NA,NA
2010,"Hispanic","80-84","Masters",NA,"Race","Age","Education",NA,NA,"DoD",2,NA,NA
2010,"Hispanic","80-84","Masters",NA,"Race","Age","Education",NA,NA,"Not a DoD",223,NA,NA
2010,"Hispanic","80-84","Some College but no degree",NA,"Race","Age","Education",NA,NA,"DoD",5,NA,NA
2010,"Hispanic","80-84","Some College but no degree",NA,"Race","Age","Education",NA,NA,"Not a DoD",788,NA,NA
2010,"Hispanic","80-84","Unknown",NA,"Race","Age","Education",NA,NA,"DoD",20,NA,NA
2010,"Hispanic","80-84","Unknown",NA,"Race","Age","Education",NA,NA,"Not a DoD",1516,NA,NA
2010,"Hispanic","85+","Associate",NA,"Race","Age","Education",NA,NA,"DoD",4,NA,NA
2010,"Hispanic","85+","Associate",NA,"Race","Age","Education",NA,NA,"Not a DoD",603,NA,NA
2010,"Hispanic","85+","BA",NA,"Race","Age","Education",NA,NA,"Not a DoD",1021,NA,NA
2010,"Hispanic","85+","BA",NA,"Race","Age","Education",NA,NA,"DoD",6,NA,NA
2010,"Hispanic","85+","Doctorate or Professional",NA,"Race","Age","Education",NA,NA,"DoD",3,NA,NA
2010,"Hispanic","85+","Doctorate or Professional",NA,"Race","Age","Education",NA,NA,"Not a DoD",327,NA,NA
2010,"Hispanic","85+","High School degree or GED",NA,"Race","Age","Education",NA,NA,"DoD",32,NA,NA
2010,"Hispanic","85+","High School degree or GED",NA,"Race","Age","Education",NA,NA,"Not a DoD",6377,NA,NA
2010,"Hispanic","85+","Less than High School",NA,"Race","Age","Education",NA,NA,"DoD",119,NA,NA
2010,"Hispanic","85+","Less than High School",NA,"Race","Age","Education",NA,NA,"Not a DoD",16924,NA,NA
2010,"Hispanic","85+","Masters",NA,"Race","Age","Education",NA,NA,"DoD",2,NA,NA
2010,"Hispanic","85+","Masters",NA,"Race","Age","Education",NA,NA,"Not a DoD",338,NA,NA
2010,"Hispanic","85+","Some College but no degree",NA,"Race","Age","Education",NA,NA,"DoD",8,NA,NA
2010,"Hispanic","85+","Some College but no degree",NA,"Race","Age","Education",NA,NA,"Not a DoD",1132,NA,NA
2010,"Hispanic","85+","Unknown",NA,"Race","Age","Education",NA,NA,"DoD",10,NA,NA
2010,"Hispanic","85+","Unknown",NA,"Race","Age","Education",NA,NA,"Not a DoD",2357,NA,NA
2010,"Hispanic","Unknown","Less than High School",NA,"Race","Age","Education",NA,NA,"Not a DoD",2,NA,NA
2010,"Hispanic","Unknown","Unknown",NA,"Race","Age","Education",NA,NA,"DoD",3,NA,NA
2010,"Hispanic","Unknown","Unknown",NA,"Race","Age","Education",NA,NA,"Not a DoD",13,NA,NA
2010,"White","15-19","Associate",NA,"Race","Age","Education",NA,NA,"DoD",4,NA,NA
2010,"White","15-19","Associate",NA,"Race","Age","Education",NA,NA,"Not a DoD",3,NA,NA
2010,"White","15-19","High School degree or GED",NA,"Race","Age","Education",NA,NA,"DoD",390,NA,NA
2010,"White","15-19","High School degree or GED",NA,"Race","Age","Education",NA,NA,"Not a DoD",800,NA,NA
2010,"White","15-19","Less than High School",NA,"Race","Age","Education",NA,NA,"DoD",652,NA,NA
2010,"White","15-19","Less than High School",NA,"Race","Age","Education",NA,NA,"Not a DoD",1659,NA,NA
2010,"White","15-19","Some College but no degree",NA,"Race","Age","Education",NA,NA,"DoD",158,NA,NA
2010,"White","15-19","Some College but no degree",NA,"Race","Age","Education",NA,NA,"Not a DoD",319,NA,NA
2010,"White","15-19","Unknown",NA,"Race","Age","Education",NA,NA,"DoD",570,NA,NA
2010,"White","15-19","Unknown",NA,"Race","Age","Education",NA,NA,"Not a DoD",1501,NA,NA
2010,"White","20-24","Associate",NA,"Race","Age","Education",NA,NA,"DoD",124,NA,NA
2010,"White","20-24","Associate",NA,"Race","Age","Education",NA,NA,"Not a DoD",248,NA,NA
2010,"White","20-24","BA",NA,"Race","Age","Education",NA,NA,"DoD",105,NA,NA
2010,"White","20-24","BA",NA,"Race","Age","Education",NA,NA,"Not a DoD",236,NA,NA
2010,"White","20-24","Doctorate or Professional",NA,"Race","Age","Education",NA,NA,"DoD",1,NA,NA
2010,"White","20-24","Doctorate or Professional",NA,"Race","Age","Education",NA,NA,"Not a DoD",2,NA,NA
2010,"White","20-24","High School degree or GED",NA,"Race","Age","Education",NA,NA,"DoD",1342,NA,NA
2010,"White","20-24","High School degree or GED",NA,"Race","Age","Education",NA,NA,"Not a DoD",1943,NA,NA
2010,"White","20-24","Less than High School",NA,"Race","Age","Education",NA,NA,"DoD",462,NA,NA
2010,"White","20-24","Less than High School",NA,"Race","Age","Education",NA,NA,"Not a DoD",723,NA,NA
2010,"White","20-24","Masters",NA,"Race","Age","Education",NA,NA,"DoD",2,NA,NA
2010,"White","20-24","Masters",NA,"Race","Age","Education",NA,NA,"Not a DoD",10,NA,NA
2010,"White","20-24","Some College but no degree",NA,"Race","Age","Education",NA,NA,"DoD",868,NA,NA
2010,"White","20-24","Some College but no degree",NA,"Race","Age","Education",NA,NA,"Not a DoD",1170,NA,NA
2010,"White","20-24","Unknown",NA,"Race","Age","Education",NA,NA,"DoD",1374,NA,NA
2010,"White","20-24","Unknown",NA,"Race","Age","Education",NA,NA,"Not a DoD",2279,NA,NA
2010,"White","25-29","Associate",NA,"Race","Age","Education",NA,NA,"Not a DoD",337,17918.2265108699,1880.76649101161
2010,"White","25-29","Associate",NA,"Race","Age","Education",NA,NA,"DoD",207,17918.2265108699,1155.24826005758
2010,"White","25-29","BA",NA,"Race","Age","Education",NA,NA,"Not a DoD",532,138891.373789938,383.033147043825
2010,"White","25-29","BA",NA,"Race","Age","Education",NA,NA,"DoD",260,138891.373789938,187.196650810892
2010,"White","25-29","Doctorate or Professional",NA,"Race","Age","Education",NA,NA,"DoD",10,322.447923468612,3101.27598045253
2010,"White","25-29","Doctorate or Professional",NA,"Race","Age","Education",NA,NA,"Not a DoD",20,322.447923468612,6202.55196090505
2010,"White","25-29","High School degree or GED",NA,"Race","Age","Education",NA,NA,"DoD",1680,110327.242251584,1522.74267507659
2010,"White","25-29","High School degree or GED",NA,"Race","Age","Education",NA,NA,"Not a DoD",2006,110327.242251584,1818.2272655974
2010,"White","25-29","Less than High School",NA,"Race","Age","Education",NA,NA,"DoD",576,5481.42196626423,10508.2222011921
2010,"White","25-29","Less than High School",NA,"Race","Age","Education",NA,NA,"Not a DoD",761,5481.42196626423,13883.2588456722
2010,"White","25-29","Masters",NA,"Race","Age","Education",NA,NA,"DoD",40,5536.16178748018,722.52223716544
2010,"White","25-29","Masters",NA,"Race","Age","Education",NA,NA,"Not a DoD",91,5536.16178748018,1643.73808955138
2010,"White","25-29","Some College but no degree",NA,"Race","Age","Education",NA,NA,"DoD",745,69099.2280513145,1078.15965678625
2010,"White","25-29","Some College but no degree",NA,"Race","Age","Education",NA,NA,"Not a DoD",855,69099.2280513145,1237.35101550637
2010,"White","25-29","Unknown",NA,"Race","Age","Education",NA,NA,"DoD",1797,NA,NA
2010,"White","25-29","Unknown",NA,"Race","Age","Education",NA,NA,"Not a DoD",2381,NA,NA
2010,"White","30-34","Associate",NA,"Race","Age","Education",NA,NA,"Not a DoD",393,21242.7896481502,1850.0395028589
2010,"White","30-34","Associate",NA,"Race","Age","Education",NA,NA,"DoD",231,21242.7896481502,1087.42779939035
2010,"White","30-34","BA",NA,"Race","Age","Education",NA,NA,"Not a DoD",592,114440.792219622,517.298061746986
2010,"White","30-34","BA",NA,"Race","Age","Education",NA,NA,"DoD",305,114440.792219622,266.513359514917
2010,"White","30-34","Doctorate or Professional",NA,"Race","Age","Education",NA,NA,"Not a DoD",32,1602.04959235102,1997.44128726001
2010,"White","30-34","Doctorate or Professional",NA,"Race","Age","Education",NA,NA,"DoD",28,1602.04959235102,1747.76112635251
2010,"White","30-34","High School degree or GED",NA,"Race","Age","Education",NA,NA,"DoD",1641,108470.623641454,1512.85200076315
2010,"White","30-34","High School degree or GED",NA,"Race","Age","Education",NA,NA,"Not a DoD",2375,108470.623641454,2189.53290786867
2010,"White","30-34","Less than High School",NA,"Race","Age","Education",NA,NA,"Not a DoD",876,4874.03767684511,17972.7785889218
2010,"White","30-34","Less than High School",NA,"Race","Age","Education",NA,NA,"DoD",548,4874.03767684511,11243.2450533438
2010,"White","30-34","Masters",NA,"Race","Age","Education",NA,NA,"DoD",63,15160.1139457242,415.564158854944
2010,"White","30-34","Masters",NA,"Race","Age","Education",NA,NA,"Not a DoD",168,15160.1139457242,1108.17109027985
2010,"White","30-34","Some College but no degree",NA,"Race","Age","Education",NA,NA,"Not a DoD",913,57129.5787085549,1598.12135961591
2010,"White","30-34","Some College but no degree",NA,"Race","Age","Education",NA,NA,"DoD",702,57129.5787085549,1228.78553609022
2010,"White","30-34","Unknown",NA,"Race","Age","Education",NA,NA,"DoD",1747,NA,NA
2010,"White","30-34","Unknown",NA,"Race","Age","Education",NA,NA,"Not a DoD",2747,NA,NA
2010,"White","35-39","Associate",NA,"Race","Age","Education",NA,NA,"Not a DoD",583,26443.210190164,2204.7247509187
2010,"White","35-39","Associate",NA,"Race","Age","Education",NA,NA,"DoD",314,26443.210190164,1187.45038042619
2010,"White","35-39","BA",NA,"Race","Age","Education",NA,NA,"Not a DoD",876,129751.247785045,675.138015975956
2010,"White","35-39","BA",NA,"Race","Age","Education",NA,NA,"DoD",424,129751.247785045,326.779131020326
